"campus","sample_type","sample_subtype","classcode","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_definition","taxonomic_source","taxonomic_id","common_name","notes","size_cutoff","LOOKED1999","LOOKED2000","LOOKED2001","LOOKED2002","LOOKED2003","LOOKED2004","LOOKED2005","LOOKED2006","LOOKED2007","LOOKED2008","LOOKED2009","LOOKED2010","LOOKED2011","LOOKED2012","LOOKED2013","LOOKED2014","LOOKED2015","LOOKED2016","LOOKED2017","LOOKED2018","LOOKED2019","LOOKED2020","LOOKED2021","LOOKED2022","LOOKED2023","LOOKED2024"
"UCSC","FISH","FISH","RRIC","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","richardsonii","Rhamphocottus richardsonii","WoRMS","271583","Grunt Sculpin",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","RSTE","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","stellulata","Raja stellulata","WoRMS","282575","Starry Skate",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","RSTE","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","stellulata","Raja stellulata","WoRMS","282575","Starry Skate",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","RTOX","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","toxotes","Rhacochilus toxotes","WoRMS","1577347","Rubberlip Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","RTOX","Animalia","Chordata","Actinopterygii","Perciformes","Embiotocidae","Rhacochilus","toxotes","Rhacochilus toxotes","WoRMS","1577347","Rubberlip Surfperch",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SACA","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","acanthias","Squalus acanthias","WoRMS","105923","Spiny Dogfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SACA","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus","acanthias","Squalus acanthias","WoRMS","105923","Spiny Dogfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SARG","Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","argentea","Sphyraena argentea","WoRMS","273978","California Barracuda",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SARG","Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","argentea","Sphyraena argentea","WoRMS","273978","California Barracuda",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SATR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","atrovirens","Sebastes atrovirens","WoRMS","274772","Kelp Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SATR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","atrovirens","Sebastes atrovirens","WoRMS","274772","Kelp Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SAUR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","auriculatus","Sebastes auriculatus","WoRMS","274773","Brown Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SAUR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","auriculatus","Sebastes auriculatus","WoRMS","274773","Brown Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCAL","Animalia","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","californica","Squatina californica","WoRMS","271667","Pacific Angel Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SCAL","Animalia","Chordata","Elasmobranchii","Squatiniformes","Squatinidae","Squatina","californica","Squatina californica","WoRMS","271667","Pacific Angel Shark",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","carnatus","Sebastes carnatus","WoRMS","274779","Gopher Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SCAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","carnatus","Sebastes carnatus","WoRMS","274779","Gopher Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCARSCAU","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","carnatus, caurinus","Sebastes carnatus/caurinus","WoRMS","274779/274780","Gopher, Copper Rockfish Young Of Year",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCAU","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","caurinus","Sebastes caurinus","WoRMS","274780","Copper Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SCAU","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","caurinus","Sebastes caurinus","WoRMS","274780","Copper Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCHI","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Sarda","chiliensis chiliensis","Sarda chiliensis chiliensis","WoRMS","273810","Eastern Pacific Bonito",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SCHI","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Sarda","chiliensis chiliensis","Sarda chiliensis chiliensis","WoRMS","273810","Eastern Pacific Bonito",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SCHR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas","Sebastes chrysomelas","WoRMS","240737","Black And Yellow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SCHR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","chrysomelas","Sebastes chrysomelas","WoRMS","240737","Black And Yellow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SDAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","dallii","Sebastes dallii","WoRMS","274786","Calico Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SDAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","dallii","Sebastes dallii","WoRMS","274786","Calico Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SDIP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","diploproa","Sebastes diploproa","WoRMS","274787","Splitnose Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SDIP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","diploproa","Sebastes diploproa","WoRMS","274787","Splitnose Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SEBSPP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","spp","Sebastes","WoRMS","126175","Rockfish, Unidentified Sp.",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SEBSPP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","spp","Sebastes","WoRMS","126175","Rockfish, Unidentified Sp.",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SENT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","entomelas","Sebastes entomelas","WoRMS","274791","Widow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SENT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","entomelas","Sebastes entomelas","WoRMS","274791","Widow Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SGIG","Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas","WoRMS","282884","Giant Sea Bass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SGIG","Animalia","Chordata","Actinopterygii","Perciformes","Polyprionidae","Stereolepis","gigas","Stereolepis gigas","WoRMS","282884","Giant Sea Bass",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SGUT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274713","California Scorpionfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SGUT","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","guttata","Scorpaena guttata","WoRMS","274713","California Scorpionfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SHOP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","hopkinsi","Sebastes hopkinsi","WoRMS","274800","Squarespot Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SHOP","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","hopkinsi","Sebastes hopkinsi","WoRMS","274800","Squarespot Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SJAP","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus","Scomber japonicus","WoRMS","127022","Pacific Mackerel, Greenback Mackerel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SJAP","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","Scomber","japonicus","Scomber japonicus","WoRMS","127022","Pacific Mackerel, Greenback Mackerel",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SLAL","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","lalandi","Seriola lalandi","WoRMS","218436","Yellowtail",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SLAL","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","lalandi","Seriola lalandi","WoRMS","218436","Yellowtail",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SLUC","Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae","Synodus","lucioceps","Synodus lucioceps","WoRMS","272132","California Lizardfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMAL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","maliger","Sebastes maliger","WoRMS","274815","Quillback Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus","WoRMS","282726","Cabezon",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMAR","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","marmoratus","Scorpaenichthys marmoratus","WoRMS","282726","Cabezon",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMEL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","melanops","Sebastes melanops","WoRMS","274817","Black Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMEL","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","melanops","Sebastes melanops","WoRMS","274817","Black Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMIN","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","miniatus","Sebastes miniatus","WoRMS","274820","Vermilion Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMIN","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","miniatus","Sebastes miniatus","WoRMS","274820","Vermilion Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SMYS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus","WoRMS","274823","Blue Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SMYS","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","mystinus","Sebastes mystinus","WoRMS","274823","Blue Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSB","FISH","FISH","SNEB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","nebulosus","Sebastes nebulosus","WoRMS","274824","China Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"UCSC","FISH","FISH","SNEB","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","nebulosus","Sebastes nebulosus","WoRMS","274824","China Rockfish",NA,NA,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
